rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_half_ppr_per_gp,fpts_half_ppr
529,21867,Javon Kinlaw,WAS,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.3,0.6,0.3,4.5,75.9
530,23211,MarShawn Lloyd,GB,RB,17,0.0,0.0,0.0,398.5,2.7,14.3,109.8,0.6,0.0,0.0,0.0,0.0,4.5,75.8
531,19902,Oren Burks,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.7,0.5,0.3,4.5,75.7
532,16568,Brandin Cooks,NO,WR,17,0.0,0.0,0.0,3.8,0.0,35.7,411.9,2.7,0.0,0.0,0.0,0.0,4.4,75.4
533,25889,Dylan Sampson,CLE,RB,17,0.0,0.0,0.0,376.1,2.5,16.3,123.4,0.7,0.0,0.0,0.0,0.0,4.4,75.1
534,17059,Grady Jarrett,CHI,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,0.7,0.4,4.4,75.0
535,19798,Nick Chubb,HOU,RB,17,0.0,0.0,0.0,431.5,3.5,8.1,57.7,0.4,0.0,0.0,0.0,0.0,4.4,75.0
536,25975,Pat Bryant,DEN,WR,17,0.0,0.0,0.0,0.0,0.0,33.5,407.6,2.9,0.0,0.0,0.0,0.0,4.4,74.7
537,24183,Deonte Banks,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.4,4.4,74.7
538,24940,Terrion Arnold,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.9,0.4,4.4,74.3
539,25245,Marist Liufau,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.6,0.3,4.4,74.1
540,25140,Chau Smith-Wade,CAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.6,0.3,4.4,74.1
541,19901,Isaac Yiadom,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.7,0.3,4.4,74.0
542,21064,Jamel Dean,TB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.5,4.3,73.9
543,19900,Harrison Phillips,MIN,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.7,0.3,4.3,73.9
544,22921,Nate Hobbs,GB,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.8,0.4,4.3,73.6
545,25382,Storm Duck,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.9,0.4,4.3,73.5
546,23320,Kaiir Elam,DAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.8,0.4,4.3,73.4
547,23660,Segun Olubi,IND,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.1,0.7,0.3,4.3,72.9
548,24285,Dee Winters,SF,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.6,0.3,4.3,72.8
549,26014,Malaki Starks,BAL,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4,4.3,72.7
550,19080,Noah Brown,WAS,WR,17,0.0,0.0,0.0,0.0,0.0,34.4,440.6,1.9,0.0,0.0,0.0,0.0,4.3,72.5
551,16171,DaQuan Jones,BUF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.3,0.7,0.3,4.2,72.2
552,25244,Jordan Magee,WAS,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.5,0.5,0.3,4.2,72.2
553,24131,Noah Sewell,CHI,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.3,0.5,0.3,4.2,72.2
554,19830,Denzel Ward,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.8,0.4,4.2,72.1
555,25298,Cam Hart,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.7,0.3,4.2,72.0
556,19839,Jaire Alexander,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.9,0.4,4.2,71.9
557,25031,T'Vondre Sweat,TEN,NT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.3,0.6,0.3,4.2,71.7
558,19934,Da'Shawn Hand,LAC,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.3,0.6,0.3,4.2,71.6
559,26027,Carson Schwesinger,CLE,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.3,4.2,71.5
560,25157,Dru Phillips,NYG,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0,0.7,0.3,4.2,71.3
561,19950,Will Dissly,LAC,TE,17,0.0,0.0,0.0,0.0,0.0,39.0,375.8,2.4,0.0,0.0,0.0,0.0,4.2,71.3
562,24934,Braelon Allen,NYJ,RB,17,0.0,0.0,0.0,366.6,2.4,14.1,109.4,0.6,0.0,0.0,0.0,0.0,4.2,71.2
563,20981,Devin White,LV,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,0.5,0.3,4.2,71.2
564,24947,Ja'Tavion Sanders,CAR,TE,17,0.0,0.0,0.0,0.0,0.0,37.7,386.8,2.3,0.0,0.0,0.0,0.0,4.2,71.1
565,20002,Tim Settle Jr.,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.2,0.6,0.3,4.2,71.1
566,24230,Sydney Brown,PHI,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.1,0.7,0.3,4.2,70.8
567,25172,Jarrian Jones,JAX,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.7,0.3,4.2,70.7
568,22692,Pat Surtain II,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.0,0.5,4.2,70.7
569,17512,Rakeem Nuñez-Roches,NYG,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,0.6,0.3,4.1,70.3
570,15127,Darius Slay Jr.,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.4,4.1,70.2
571,23726,Kader Kohou,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9,0.9,0.4,4.1,70.2
572,23368,Jalen Nailor,MIN,WR,17,0.0,0.0,0.0,4.1,0.0,27.4,364.4,3.3,0.0,0.0,0.0,0.0,4.1,70.2
573,21203,Matthew Wright,CAR,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,70.0
574,23383,Logan Hall,TB,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.2,0.7,0.3,4.1,69.9
575,24135,Kelee Ringo,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.7,0.4,4.1,69.8
576,20842,Dre'Mont Jones,TEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.2,0.5,0.3,4.1,69.6
577,19017,Josh Reynolds,NYJ,WR,17,0.0,0.0,0.0,0.0,0.0,30.1,391.1,2.6,0.0,0.0,0.0,0.0,4.1,69.6
578,22710,Derrick Barnes,DET,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.3,4.1,69.4
579,25165,Max Melton,ARI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.8,0.4,4.1,69.3
580,25007,Kool-Aid McKinstry,NO,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.7,0.3,4.1,69.3
581,22084,Kristian Fulton,KC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.4,4.1,69.2
582,26082,Jaxson Dart,NYG,QB,17,1011.2,5.6,3.2,98.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,69.1
583,23344,Christian Harris,HOU,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.2,0.5,0.3,4.1,68.9
584,25160,Jalyx Hunt,PHI,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.4,0.5,0.3,4.0,68.8
585,19976,Marquez Valdes-Scantling,SEA,WR,17,0.0,0.0,0.0,0.6,0.0,23.8,414.4,2.6,0.0,0.0,0.0,0.0,4.0,68.8
586,22097,Damar Hamlin,BUF,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.8,0.4,4.0,68.7
587,24177,Tre Tucker,LV,WR,17,0.0,0.0,0.0,42.3,0.6,27.9,350.9,2.0,0.0,0.0,0.0,0.0,4.0,68.7
588,22089,Amik Robertson,DET,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.6,0.3,4.0,68.7
589,23421,Marcus Jones,NE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.6,0.3,4.0,68.5
590,18292,Roy Robertson-Harris,NYG,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.2,0.6,0.3,4.0,68.5
591,25198,Devaughn Vele,DEN,WR,17,0.0,0.0,0.0,0.5,0.0,32.7,369.3,2.5,0.0,0.0,0.0,0.0,4.0,68.1
592,25192,Renardo Green,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.7,0.4,4.0,68.1
593,24146,Mazi Smith,DAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.6,0.3,4.0,67.8
594,18970,Ahkello Witherspoon,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.8,0.4,4.0,67.7
595,22139,Isaiah Rodgers,MIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.8,0.4,4.0,67.5
596,18928,Curtis Samuel,BUF,WR,17,0.0,0.0,0.0,33.9,0.1,32.8,316.4,2.6,0.0,0.0,0.0,0.0,4.0,67.4
597,22735,Michael Carter II,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.3,4.0,67.4
598,23455,Otito Ogbonnia,LAC,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.3,4.0,67.3
599,18177,Jonathan Jones,WAS,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.7,0.3,4.0,67.2
600,20837,Ty Johnson,BUF,RB,17,0.0,0.0,0.0,249.9,1.2,15.7,177.8,1.6,0.0,0.0,0.0,0.0,3.9,67.0
601,19880,Derrick Nnadi,NYJ,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.5,0.2,3.9,67.0
602,26108,Ryan Fitzgerald,CAR,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,66.8
603,24143,Parker Washington,JAX,WR,17,0.0,0.0,0.0,1.7,0.0,32.2,382.4,2.1,0.0,0.0,0.0,0.0,3.9,66.7
604,25708,Brandon Codrington,BUF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.9,0.4,3.9,66.7
605,17217,Raheem Mostert,LV,RB,17,0.0,0.0,0.0,326.5,2.6,13.9,98.6,0.6,0.0,0.0,0.0,0.0,3.9,66.7
606,23522,Travis Jones,BAL,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,0.6,0.3,3.9,66.5
607,22760,Ar'Darius Washington,BAL,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.9,0.6,0.3,3.9,66.5
608,24423,Jake Moody,SF,K,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,66.4
609,26133,Caleb Ransaw,JAX,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.3,3.9,66.3
610,21785,Noah Gray,KC,TE,17,0.0,0.0,0.0,0.0,0.0,30.8,324.0,3.1,0.0,0.0,0.0,0.0,3.9,66.2
611,19870,Donte Jackson,LAC,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.8,0.4,3.9,66.0
612,18938,Dalvin Tomlinson,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.3,0.6,0.3,3.9,65.9
613,23557,Josh Jobe,SEA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.7,0.3,3.9,65.8
614,22726,Tre Brown,SF,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,0.7,0.4,3.9,65.5
615,23289,Dane Belton,NYG,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.3,0.5,0.2,3.9,65.5
616,611,Joe Flacco,CLE,QB,17,1209.0,6.8,5.7,14.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,65.2
617,25030,Quinyon Mitchell,PHI,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.9,0.5,3.8,65.2
618,20933,Miles Sanders,DAL,RB,17,0.0,0.0,0.0,328.2,2.1,14.2,90.9,0.8,0.0,0.0,0.0,0.0,3.8,65.0
619,23121,Kayshon Boutte,NE,WR,17,0.0,0.0,0.0,0.0,0.0,27.0,370.8,2.4,0.0,0.0,0.0,0.0,3.8,65.0
620,24954,Adonai Mitchell,IND,WR,17,0.0,0.0,0.0,19.1,0.1,27.7,371.6,1.9,0.0,0.0,0.0,0.0,3.8,64.5
621,25201,Jordan Whittington,LAR,WR,17,0.0,0.0,0.0,14.9,0.1,31.0,359.2,1.9,0.0,0.0,0.0,0.0,3.8,64.5
622,22877,Greg Newsome II,CLE,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.8,0.4,3.8,64.5
623,24106,DJ Turner II,CIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.7,0.3,3.8,64.5
624,25998,Jalon Walker,ATL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.4,3.8,64.2
625,26152,Jason Marshall Jr.,MIA,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.4,3.8,64.2
626,22044,Jeff Okudah,MIN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8,0.4,3.8,64.0
627,19847,Mike Hughes,ATL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,3.8,63.8
628,19053,Davon Godchaux,NO,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.3,3.7,63.6
629,18047,Demarcus Robinson,SF,WR,17,0.0,0.0,0.0,1.2,0.0,23.0,362.6,2.6,0.0,0.0,0.0,0.0,3.7,63.3
630,24481,Zaire Barnes,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.5,0.5,0.2,3.7,63.1
631,19988,Tyler Conklin,LAC,TE,17,0.0,0.0,0.0,0.0,0.0,33.9,331.5,2.2,0.0,0.0,0.0,0.0,3.7,63.1
632,24068,KaVontae Turpin,DAL,WR,17,0.0,0.0,0.0,80.0,0.5,23.1,299.6,1.8,0.0,0.0,0.0,0.0,3.7,62.9
633,22744,Milton Williams,NE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.3,0.5,0.3,3.7,62.9
634,24968,Cooper DeJean,PHI,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.7,0.4,3.7,62.7
635,24116,Blake Corum,LAR,RB,17,0.0,0.0,0.0,351.4,2.3,9.2,69.1,0.4,0.0,0.0,0.0,0.0,3.7,62.5
636,26024,Jahdae Barron,DEN,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.4,3.6,61.4
637,25914,Jaylin Noel,HOU,WR,17,0.0,0.0,0.0,0.0,0.0,28.8,334.8,2.2,0.0,0.0,0.0,0.0,3.6,60.9
638,21925,Ashtyn Davis,MIA,S,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.5,0.3,3.6,60.8
639,24928,Nate Wiggins,BAL,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.7,0.4,3.6,60.7
640,26032,Elijah Arroyo,SEA,TE,17,0.0,0.0,0.0,0.0,0.0,31.1,335.9,2.0,0.0,0.0,0.0,0.0,3.6,60.5
641,25250,Cedric Gray,TEN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.2,0.2,0.1,3.6,60.5
642,26078,Darien Porter,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.3,3.6,60.5
643,21071,Greg Dortch,ARI,WR,17,0.0,0.0,0.0,25.1,0.1,31.7,299.8,2.0,0.0,0.0,0.0,0.0,3.5,59.9
644,26102,Dont'e Thornton Jr.,LV,WR,17,0.0,0.0,0.0,2.6,0.0,25.7,343.1,2.1,0.0,0.0,0.0,0.0,3.5,59.8
645,20884,Foster Moreau,NO,TE,17,0.0,0.0,0.0,0.0,0.0,26.0,306.8,2.7,0.0,0.0,0.0,0.0,3.5,59.7
646,23395,Christian Watson,GB,WR,17,0.0,0.0,0.0,13.2,0.0,20.0,364.3,2.1,0.0,0.0,0.0,0.0,3.5,59.5
647,19868,Isaiah Oliver,NYJ,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.5,0.3,3.5,59.5
648,22803,T.J. Slaton Jr.,CIN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.5,0.3,3.5,59.5
649,26052,Will Johnson,ARI,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,3.5,59.1
650,22786,Eric Stokes,LV,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.3,3.5,58.9
651,26046,Maxwell Hairston,BUF,DB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.5,3.4,58.5
652,18083,DJ Reader,DET,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.2,0.5,0.3,3.4,58.5
653,23515,Jordan Davis,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,0.5,0.3,3.4,58.1
654,25022,Byron Murphy II,SEA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.3,0.5,0.3,3.4,57.9
655,19207,Tim Patrick,DET,WR,17,0.0,0.0,0.0,0.0,0.0,26.0,317.9,2.2,0.0,0.0,0.0,0.0,3.4,57.6
656,19124,D.J. Jones,DEN,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.2,0.6,0.3,3.4,57.1
657,24973,Troy Franklin,DEN,WR,17,0.0,0.0,0.0,7.2,0.0,24.2,311.5,2.2,0.0,0.0,0.0,0.0,3.4,57.0
658,17963,Austin Hooper,NE,TE,17,0.0,0.0,0.0,0.0,0.0,29.9,303.3,2.0,0.0,0.0,0.0,0.0,3.3,56.7
659,24263,DeMarvion Overshown,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.3,0.3,0.2,3.3,56.4
660,26068,Demetrius Knight Jr.,CIN,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,3.3,55.9
661,21868,Benito Jones,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.6,0.3,3.3,55.8
662,19993,Folorunso Fatukasi,HOU,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.5,0.3,3.3,55.8
663,26299,Donte Kent,PIT,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.4,3.3,55.5
664,22059,Jordan Elliott,SF,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.2,0.6,0.3,3.2,55.1
665,26162,Justin Walley,IND,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.4,3.2,54.9
666,19999,Jacob Martin,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.2,0.3,0.1,3.2,54.8
667,19016,Samson Ebukam,IND,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.2,0.4,0.2,3.2,54.8
668,21869,DaVon Hamilton,JAX,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.5,0.3,3.2,54.6
669,23552,Cobie Durant,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.6,0.3,3.2,54.2
670,22866,Naquan Jones,LAC,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.2,0.3,0.2,3.2,53.9
671,22721,Bobby Brown III,CAR,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.5,0.2,3.2,53.7
672,22377,Bryce Huff,SF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.1,0.3,0.1,3.2,53.6
673,25846,Dondrea Tillman,DEN,OLB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.2,0.3,0.1,3.1,53.2
674,24427,Moro Ojomo,PHI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.5,0.6,0.3,3.1,52.5
675,25039,Roman Wilson,PIT,WR,17,0.0,0.0,0.0,6.8,0.0,25.4,298.3,1.6,0.0,0.0,0.0,0.0,3.1,52.4
676,18993,Samaje Perine,CIN,RB,17,0.0,0.0,0.0,126.6,0.7,22.9,203.0,0.8,0.0,0.0,0.0,0.0,3.1,52.4
677,26041,Kenneth Grant,MIA,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.3,3.1,52.4
678,23308,Alex Wright,CLE,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.2,0.3,0.2,3.1,52.4
679,22906,Alim McNeill,DET,DL,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.2,0.4,0.2,4.7,52.2
680,21739,Van Jefferson,TEN,WR,17,0.0,0.0,0.0,0.0,0.0,21.9,287.5,2.1,0.0,0.0,0.0,0.0,3.1,52.1
681,22501,Kenny Pickett,CLE,QB,17,896.2,4.8,4.1,42.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,52.1
682,23382,Jermaine Johnson,NYJ,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.3,3.1,52.0
683,23140,Michael Mayer,LV,TE,17,0.0,0.0,0.0,0.0,0.0,29.0,278.6,1.6,0.0,0.0,0.0,0.0,3.0,51.8
684,25993,Walter Nolen,ARI,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.3,3.0,51.7
685,17979,A'Shawn Robinson,CAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.3,0.2,3.0,51.6
686,25224,Tyler Davis,LAR,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.4,0.2,3.0,51.6
687,23544,Jack Sanborn,DAL,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.3,0.1,3.0,51.4
688,21994,Troy Dye,LAC,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,0.2,0.1,3.0,51.2
689,24311,Jaleel McLaughlin,DEN,RB,17,0.0,0.0,0.0,217.6,1.0,17.1,112.9,0.7,0.0,0.0,0.0,0.0,3.0,51.2
690,25870,Harold Fannin Jr.,CLE,TE,17,0.0,0.0,0.0,0.0,0.0,26.1,282.3,1.7,0.0,0.0,0.0,0.0,3.0,51.1
691,24108,Emmanuel Forbes Jr.,LAR,CB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.5,0.3,3.0,50.8
692,24283,Keeanu Benton,PIT,DL,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.6,0.6,0.3,3.0,50.7
693,25992,Mason Graham,CLE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,3.0,50.6
694,20757,Clelin Ferrell,WAS,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.3,0.2,3.0,50.5
695,25970,Terrance Ferguson,LAR,TE,17,0.0,0.0,0.0,0.0,0.0,24.2,264.9,2.0,0.0,0.0,0.0,0.0,2.9,50.0
696,25948,Trevor Etienne,CAR,RB,17,0.0,0.0,0.0,223.5,1.6,12.7,97.8,0.6,0.0,0.0,0.0,0.0,2.9,49.9
697,24132,Myles Murphy,CIN,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.1,0.3,0.2,2.9,49.9
698,21881,A.J. Epenesa,BUF,DE,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.4,0.4,0.2,2.9,49.8
699,25987,Chimere Dike,TEN,WR,17,0.0,0.0,0.0,6.7,0.0,21.0,280.1,1.8,0.0,0.0,0.0,0.0,2.9,49.8
700,25964,Elic Ayomanor,TEN,WR,17,0.0,0.0,0.0,2.1,0.0,21.6,280.9,1.8,0.0,0.0,0.0,0.0,2.9,49.7
701,23177,Dillon Gabriel,CLE,QB,17,848.0,4.5,3.8,53.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,49.7
702,26016,Abdul Carter,NYG,LB,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.3,2.9,49.5
703,24063,Jeremiah Pharms Jr.,NE,DT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.2,0.4,0.2,2.9,49.5
704,25103,Malik Washington,MIA,WR,17,0.0,0.0,0.0,23.1,0.1,26.2,250.5,1.4,0.0,0.0,0.0,0.0,2.9,49.3
