"Full Name",Position,"Arm Length","Height (Inches)",BMI,"Draft Pick",Weight,"Draft Year","Hand Size",Age,"20-Yard Shuttle","Athleticism Score"
"R.J. Harris",WR,"33 1/8",72,27.1,Undrafted,"200 lbs",2015,"9 1/8",27.2,4.20,101.1
"R.J. Shelton",WR,"30 1/4",70,28.7,Undrafted,"200 lbs",2017,"9    ",25.3,4.23,94.3
"Ramses Barden",WR,"34 1/2",78,25.9,3.21,"224 lbs",2009,"10 3/4",33.6,4.26,107.2
"Randall Cobb",WR,"31    ",70,27.5,2.32,"192 lbs",2011,"9 3/8",29.0,4.34,95.7
"Rannell Hall",WR,"30 1/2",72,26.9,Undrafted,"198 lbs",2015,"8 5/8",26.5,4.15,101.7
"Raphael Leonard",WR,"32    ",74,25.3,Undrafted,"197 lbs",2019,"9    ",22.2,4.40,103.0
"Rashad Greene",WR,"31 5/8",71,25.4,5.03,"182 lbs",2015,"9    ",26.9,4.12,95.8
"Rashad Ross",WR,"30 1/2",72,23.7,Undrafted,"175 lbs",2013,"8 5/8",29.5,4.37,92.7
"Rashard Davis",WR,"29 1/4",68,26.3,Undrafted,"173 lbs",2017,"9    ",24.7,4.05,90.7
"Rashard Higgins",WR,"32 1/4",73,25.9,5.35,"196 lbs",2016,"9 3/4",24.9,4.53,95.7
"Rashawn Scott",WR,"31 3/8",73,26.3,Undrafted,"199 lbs",2016,"9 3/8",27.5,4.33,97.8
"Rasheed Bailey",WR,"31    ",74,26.3,Undrafted,"205 lbs",2015,"9 1/2",26.0,4.40,99.8
"Ray-Ray McCloud",WR,"30 1/4",70,27.3,6.13,"190 lbs",2018,"9 1/4",22.8,4.32,94.7
"Reece Horn",WR,"30 5/8",74,27.9,Undrafted,"217 lbs",2016,"9 3/8",26.5,4.27,101.9
"Reggie Davis",WR,"31 3/4",72,21.4,Undrafted,"158 lbs",2017,"9 1/4",23.7,4.12,88.7
"Reggie Diggs",WR,"32 5/8",75,26.7,Undrafted,"214 lbs",2016,"9 1/4",26.3,4.29,105.5
"Reggie Wayne",WR,-,72,26.9,1.30,"198 lbs",2001,-,40.8,-,-
"Reggie White",WR,"32 1/2",74,26.7,Undrafted,"208 lbs",2019,"8 1/2",23.4,4.07,104.1
"Ricardo Lockette",WR,"33 3/4",74,27.1,Undrafted,"211 lbs",2011,"9 3/4",33.2,4.19,106.9
"Ricardo Louis",WR,"32 3/8",74,27.6,4.16,"215 lbs",2016,"9 1/2",25.4,4.32,107.9
"Richard Mullaney",WR,"31 1/4",74,26.2,Undrafted,"204 lbs",2016,"8 5/8",26.5,4.39,94.7
"Richie James",WR,"31 1/4",69,27.3,7.22,"185 lbs",2018,"9 1/4",23.9,4.16,95.6
"Ricky Collins",WR,"32 3/8",72,27.1,Undrafted,"200 lbs",2015,"9    ",27.4,4.39,98.3
"Ricky Jeune",WR,"32 1/2",74,27.3,Undrafted,"213 lbs",2018,"9 5/8",25.7,4.39,103.3
"Rico Gafford",WR,"29 3/4",70,26.4,Undrafted,"184 lbs",2018,"8 1/2",23.2,4.46,-
"Rico Richardson",WR,"31 5/8",73,24.4,Undrafted,"185 lbs",2013,"8 3/4",28.1,4.12,98.4
"Riley Cooper",WR,"32 5/8",75,27.7,5.28,"222 lbs",2010,"10 3/8",31.9,4.15,106.4
"Riley McCarron",WR,"30 1/8",69,27.8,Undrafted,"188 lbs",2017,"8 1/8",26.2,4.16,98.5
"Riley Ridley",WR,"32 5/8",73,26.3,4.24,"199 lbs",2019,"10 1/4",23.1,4.28,98.0
"Rishard Matthews",WR,"32 1/2",72,28.5,7.20,"210 lbs",2012,"9 1/8",29.9,4.19,102.5
"River Cracraft",WR,"29 1/2",72,26.2,Undrafted,"193 lbs",2017,"8 1/2",24.8,-,-
"Robby Anderson",WR,"30    ",75,23.7,Undrafted,"190 lbs",2016,"8 5/8",26.3,4.27,100.1
"Robert Davis",WR,"33    ",75,27.4,6.25,"219 lbs",2017,"9 5/8",24.4,4.28,111.9
"Robert Foster",WR,"32 1/8",74,25.2,Undrafted,"196 lbs",2018,"9 1/4",25.3,4.20,99.6
"Robert Herron",WR,"30 1/2",69,28.5,6.09,"193 lbs",2014,"9 3/4",27.2,4.27,97.4
"Robert Meachem",WR,-,74,27.6,1.27,"215 lbs",2007,-,34.9,4.31,107.2
"Robert Wheelwright",WR,"31 7/8",74,26.3,Undrafted,"205 lbs",2017,"9 1/8",24.7,4.14,103.5
"Robert Woods",WR,"31    ",72,27.3,2.09,"201 lbs",2013,"9 1/4",27.3,4.47,98.1
"Rod Streater",WR,"32 1/8",75,25.0,Undrafted,"200 lbs",2012,-,31.5,4.07,104.0
"Roddy White",WR,"31 5/8",73,27.4,1.27,"208 lbs",2005,"9 5/8",37.8,4.01,105.5
"Rodney Adams",WR,"32    ",73,24.9,5.27,"189 lbs",2017,"9    ",24.9,4.28,97.0
"Rodney Smith",WR,"34 3/4",76,26.7,Undrafted,"219 lbs",2013,"10 1/4",29.4,4.07,108.1
"Roger Lewis",WR,"32    ",72,27.3,Undrafted,"201 lbs",2016,"9 3/4",25.7,4.45,96.8
"Romell Guerrier",WR,"30 1/2",70,25.4,Undrafted,"177 lbs",2019,"9 5/8",-,4.51,93.4
"Ron'Quavion Tarver",WR,"33 3/4",76,27.4,Undrafted,"225 lbs",2019,"8 3/4",-,4.60,104.2
"Ross Apo",WR,"34 3/8",75,26.2,Undrafted,"210 lbs",2015,"9 1/4",28.9,4.27,106.0
"Rudy Rudolph",WR,"31 5/8",73,22.4,Undrafted,"170 lbs",2015,"8 3/8",26.1,4.46,88.2
"Rueben Randle",WR,"33    ",75,26.0,2.31,"208 lbs",2012,"9 1/2",28.3,4.36,101.8
"Russell Gage",WR,"33    ",72,25.2,6.20,"186 lbs",2018,"9 1/8",23.6,4.25,98.0
"Russell Shepard",WR,"30 7/8",73,25.7,Undrafted,"195 lbs",2013,"9 1/4",28.9,4.37,99.6
"Ryan Broyles",WR,"30 1/4",70,27.0,2.22,"188 lbs",2012,"9    ",31.4,-,-
"Ryan Davis",WR,"30 7/8",70,27.1,Undrafted,"189 lbs",2019,"9 1/4",22.3,4.23,94.2
"Ryan Grant",WR,"31    ",73,25.2,5.02,"191 lbs",2014,"9 5/8",28.7,4.11,97.4
"Ryan Spadola",WR,"30 3/4",73,26.9,Undrafted,"204 lbs",2013,"9 3/4",28.5,4.07,101.6
"Ryan Switzer",WR,"28    ",68,27.5,4.27,"181 lbs",2017,"9 1/4",24.8,4.00,91.0
"Ryan Whalen",WR,"30    ",73,26.6,6.02,"202 lbs",2011,"9    ",30.1,4.09,101.4
"Saalim Hakim",WR,-,71,26.2,Undrafted,"188 lbs",2012,-,29.5,-,-
"Saeed Blacknall",WR,"33 3/8",74,26.7,Undrafted,"208 lbs",2018,"9 7/8",23.4,4.19,105.1
"Sam Mentkowski",WR,-,73,25.7,Undrafted,"195 lbs",2018,-,-,4.00,101.0
"Sammie Coates",WR,"33 3/8",73,28.0,3.23,"212 lbs",2015,"9 3/8",26.4,4.06,108.9
"Sammy Watkins",WR,"32    ",73,27.8,1.04,"211 lbs",2014,"9 5/8",26.2,4.34,104.3
"Santana Moss",WR,-,70,28.7,1.16,"200 lbs",2001,-,40.2,-,-
"Santonio Holmes",WR,"32    ",71,26.8,1.25,"192 lbs",2006,"9 5/8",35.5,4.26,100.7
"Scott Miller",WR,"29 1/4",69,25.7,6.35,"174 lbs",2019,"8 3/4",22.0,4.02,91.8
"Sean Modster",WR,"29 1/8",71,25.4,Undrafted,"182 lbs",2019,"9 1/8",22.8,4.19,92.1
"Seantavius Jones",WR,"34 7/8",75,26.0,Undrafted,"208 lbs",2014,"9 5/8",27.0,4.32,105.8
"Seth Roberts",WR,"32 1/2",74,25.2,Undrafted,"196 lbs",2014,"8 7/8",28.5,4.41,100.2
"Seyi Ajirotutu",WR,"32 5/8",75,26.4,Undrafted,"211 lbs",2010,"9 3/8",32.2,4.39,102.4
"Shane Wynn",WR,"29 1/2",66,25.3,Undrafted,"157 lbs",2015,"8 7/8",26.7,4.25,87.0
"Shaq Evans",WR,"32    ",73,28.1,4.15,"213 lbs",2014,"9 5/8",28.4,4.21,103.6
"Shaq Hill",WR,"30    ",69,28.5,Undrafted,"193 lbs",2017,"8 1/4",26.3,-,-
"Shawn Bane",WR,"29 7/8",69,25.0,Undrafted,"169 lbs",2019,"8 1/2",-,4.22,92.0
"Shawn Poindexter",WR,"33 1/8",77,25.1,Undrafted,"212 lbs",2019,"9 1/4",23.7,4.33,103.8
"Shay Fields",WR,"30 1/8",70,26.8,Undrafted,"187 lbs",2018,"8 7/8",23.1,4.14,95.6
"Shelton Gibson",WR,"32    ",71,26.6,5.22,"191 lbs",2017,"8 7/8",25.4,4.20,96.6
"Shun Brown",WR,"29 3/4",68,28.1,Undrafted,"185 lbs",2019,"9    ",-,4.30,-
"Sidney Rice",WR,"32 1/2",75,25.2,2.12,"202 lbs",2007,"9 1/4",33.0,4.34,103.3
"Simmie Cobbs",WR,"32    ",75,27.5,Undrafted,"220 lbs",2018,"9 1/4",23.8,4.32,102.7
"Skye Dawson",WR,"28 1/4",69,23.6,Undrafted,"160 lbs",2013,"8 1/8",28.7,4.26,87.3
"Solomon Patton",WR,"29 3/4",68,27.2,Undrafted,"179 lbs",2014,"9 1/8",28.8,4.13,92.1
"Speedy Noil",WR,"30    ",71,27.8,Undrafted,"199 lbs",2017,"9 1/4",23.8,-,-
"Spencer Schnell",WR,"29 1/4",68,27.4,Undrafted,"180 lbs",2019,"9 1/4",-,4.34,90.9
"Stacy Coley",WR,"32 1/4",72,26.4,7.01,"195 lbs",2017,"9 3/4",24.3,4.40,98.7
"Stanley Morgan",WR,"32 3/8",72,27.4,Undrafted,"202 lbs",2019,"9 7/8",22.9,4.13,103.0
"Stedman Bailey",WR,"32 3/4",70,27.7,3.30,"193 lbs",2013,"9 7/8",28.8,4.09,97.8
"Stefon Diggs",WR,"31 1/4",72,26.4,5.10,"195 lbs",2015,"10    ",25.5,4.32,98.2
"Stephen Hill",WR,"33 3/8",76,26.2,2.11,"215 lbs",2012,"9 3/8",28.3,4.48,111.0
"Stephen Louis",WR,"32 1/4",73,27.8,Undrafted,"211 lbs",2019,"9 7/8",-,4.37,100.8
"Sterling Shepard",WR,"30 3/8",70,27.8,2.09,"194 lbs",2016,"9 3/4",26.5,4.35,99.2
"Steve Ishmael",WR,"32 3/4",74,27.2,Undrafted,"212 lbs",2018,"8 1/2",24.1,4.38,101.9
"Steve Johnson",WR,"32 3/4",74,25.9,7.17,"202 lbs",2008,"9 5/8",33.1,4.26,100.0
"Steve Smith",WR,-,69,27.3,3.12,"185 lbs",2001,-,40.3,4.19,96.8
"Steven Dunbar",WR,"32 7/8",74,26.3,Undrafted,"205 lbs",2018,"9 1/4",23.7,4.45,98.8
"Steven Mitchell",WR,"30 3/8",70,27.1,Undrafted,"189 lbs",2018,"9 3/8",25.3,4.40,94.4
"Steven Sims",WR,"29 3/8",69,27.2,Undrafted,"184 lbs",2019,"8 5/8",-,4.43,89.8
"T.J. Graham",WR,"32 3/4",71,25.1,3.06,"180 lbs",2012,"9    ",30.1,4.18,95.9
"T.J. Jones",WR,"30 5/8",72,25.5,6.13,"188 lbs",2014,"10    ",27.1,4.27,96.2
"T.J. Moe",WR,"30 1/8",71,27.9,Undrafted,"200 lbs",2013,"9 3/4",28.8,3.96,98.1
"T.J. Rahming",WR,"29 1/8",68,24.8,Undrafted,"163 lbs",2019,"8 5/8",22.6,4.63,83.5
"T.Y. Hilton",WR,"32    ",69,27.0,3.29,"183 lbs",2012,"8 1/2",29.8,4.36,95.3
"Tajae Sharpe",WR,"32 1/4",74,24.9,5.01,"194 lbs",2016,"8 3/8",24.6,-,-
"Tandon Doss",WR,"31 1/4",74,26.6,4.26,"207 lbs",2011,"10 1/8",29.9,4.22,99.8
"Tanner Gentry",WR,"30 1/2",73,27.4,Undrafted,"208 lbs",2017,"9 7/8",24.7,4.43,100.7
"Tanner McEvoy",WR,"31    ",78,25.7,Undrafted,"222 lbs",2016,"10 3/8",26.6,4.29,105.5
"Tavares Martin",WR,"32 1/8",73,24.4,Undrafted,"185 lbs",2018,"9 1/8",23.5,-,-
"Tavarres King",WR,"33    ",72,25.6,5.28,"189 lbs",2013,"9 1/2",29.1,4.33,98.9
"Taylor Gabriel",WR,"29 3/4",68,25.4,Undrafted,"167 lbs",2014,"8 3/8",28.5,4.21,91.6
"Taylor Price",WR,"31 1/4",72,28.7,3.26,"212 lbs",2010,"9 1/2",31.9,4.34,104.0
"Taywan Taylor",WR,"32 5/8",71,28.3,3.08,"203 lbs",2017,"9 1/4",24.5,4.21,102.4
"Ted Ginn",WR,"31 1/4",71,25.1,1.09,"180 lbs",2007,"9 1/8",34.3,-,-
"Tello Luckett",WR,"31    ",72,28.6,Undrafted,"211 lbs",2015,"9 1/4",28.5,4.50,98.3
"Teo Redding",WR,"32 5/8",73,23.9,Undrafted,"181 lbs",2018,"9 3/8",24.7,4.22,98.6
"Terrance Williams",WR,"31 1/4",74,26.7,3.12,"208 lbs",2013,"8 3/4",29.9,4.32,101.2
"Terrelle Pryor",WR,-,76,28.4,Supplemental,"233 lbs",2011,-,30.2,4.30,109.9
"Terren Encalade",WR,"28 3/4",71,25.9,Undrafted,"186 lbs",2019,"9 1/2",-,4.37,92.2
"Terrence Toliver",WR,"32    ",77,24.2,Undrafted,"204 lbs",2011,"10    ",31.3,4.03,103.3
"Terry Godwin",WR,"30    ",71,25.7,7.23,"184 lbs",2019,"9 3/8",22.8,4.18,94.5
"Terry McLaurin",WR,"31 1/2",72,28.2,3.12,"208 lbs",2019,"9 1/8",23.3,4.15,105.2
"Terry Wright",WR,"30 1/2",70,25.4,Undrafted,"177 lbs",2019,"9 1/8",22.5,4.39,93.3
"Tevaun Smith",WR,"31 3/4",72,27.8,Undrafted,"205 lbs",2016,"9 1/2",26.5,4.27,103.6
"Tevin Jones",WR,"32 1/2",74,27.9,Undrafted,"217 lbs",2016,"9 7/8",26.7,4.18,106.7
"Tevin Reese",WR,"31 5/8",70,23.4,7.25,"163 lbs",2014,"8 5/8",28.6,4.18,93.6
"Thomas Ives",WR,"30 7/8",76,25.2,Undrafted,"207 lbs",2019,"9 1/2",-,4.22,-
"Thomas Owens",WR,"31 5/8",73,26.5,Undrafted,"201 lbs",2018,"9 5/8",-,4.37,95.4
"Thomas Sperbeck",WR,"29 1/4",71,26.1,Undrafted,"187 lbs",2017,"8 7/8",24.8,4.05,92.9
"Tim Benford",WR,"33 1/8",71,27.9,Undrafted,"200 lbs",2012,"8 7/8",29.9,4.35,98.5
"Tim Patrick",WR,"33 5/8",76,25.3,Undrafted,"208 lbs",2017,"9 1/2",25.7,4.38,106.1
"Tim White",WR,"31 1/4",70,25.1,Undrafted,"175 lbs",2017,"9 3/4",25.1,4.44,93.3
"Tiquan Underwood",WR,"32 1/4",73,23.1,7.44,"175 lbs",2009,"8 1/2",32.5,4.11,99.3
"Titus Davis",WR,"29 5/8",73,25.9,Undrafted,"196 lbs",2015,"8 1/4",26.6,4.28,97.0
"Tom Kennedy",WR,"30    ",70,28.3,Undrafted,"197 lbs",2019,"9 3/8",-,4.08,98.5
"Tommy Streeter",WR,"34 3/4",77,26.1,6.28,"220 lbs",2012,"9 1/2",30.9,4.36,109.3
"Tommylee Lewis",WR,"29 3/8",66,27.4,Undrafted,"170 lbs",2016,"8 1/8",26.8,4.22,87.6
"Toney Clemons",WR,"31 5/8",74,27.0,7.24,"210 lbs",2012,"9 3/8",30.8,4.33,105.1
"Tony Pierson",WR,"29 3/4",71,24.4,Undrafted,"175 lbs",2015,"8 1/8",-,4.35,94.4
"Tony Stevens",WR,"32 3/8",76,25.8,Undrafted,"212 lbs",2017,"9 5/8",24.4,4.34,104.6
"Tony Washington",WR,"30    ",70,28.0,Undrafted,"195 lbs",2014,"9    ",28.8,4.45,97.7
"Tori Gurley",WR,"35    ",76,28.2,Undrafted,"232 lbs",2011,"9 3/4",31.7,4.25,110.0
"Torrence Allen",WR,"32 5/8",72,24.8,Undrafted,"183 lbs",2014,"8 7/8",28.4,4.56,98.1
"Torrey Smith",WR,"32 5/8",72,27.8,2.26,"205 lbs",2011,"8 1/2",30.6,4.13,106.2
"Travin Dural",WR,"32 1/8",73,26.6,Undrafted,"202 lbs",2017,"9 1/8",25.7,4.55,97.0
"Travis Benjamin",WR,"31 3/4",70,25.1,4.05,"175 lbs",2012,"8 3/4",29.6,4.17,95.2
"Travis Fulgham",WR,"33 3/4",74,27.6,6.11,"215 lbs",2019,"9 1/2",23.9,4.22,106.4
"Travis Labhart",WR,"29 1/2",69,26.6,Undrafted,"180 lbs",2014,"8 1/8",28.6,4.28,90.9
"Travis Rudolph",WR,"31 7/8",72,25.6,Undrafted,"189 lbs",2017,"9 1/4",23.9,4.46,93.5
"Tre McBride",WR,"32 1/8",72,28.5,7.28,"210 lbs",2015,"9    ",26.7,4.08,105.4
"Tre'Quan Smith",WR,"33 3/8",74,27.0,3.27,"210 lbs",2018,"9 1/2",23.1,4.50,105.8
"Trent Bostick",WR,-,72,27.4,Undrafted,"202 lbs",2018,-,24.5,4.34,99.9
"Trent Sherfield",WR,"31 7/8",72,27.5,Undrafted,"203 lbs",2018,"9 5/8",23.5,4.20,100.7
"Trent Taylor",WR,"28 3/4",68,27.5,5.34,"181 lbs",2017,"8 1/4",25.3,4.01,90.6
"Trenton Irwin",WR,"31 1/8",73,26.9,Undrafted,"204 lbs",2019,"8 7/8",-,-,-
"Trevion Thompson",WR,"32    ",74,25.3,Undrafted,"197 lbs",2019,"9 1/4",23.8,4.32,100.3
"Trevon Brown",WR,"32 1/8",73,27.6,Undrafted,"209 lbs",2019,"9 1/8",-,4.55,97.0
"Trevor Davis",WR,"31    ",73,24.8,5.26,"188 lbs",2016,"10    ",26.1,4.22,100.5
"Trevor Harman",WR,"31 3/8",75,25.6,Undrafted,"205 lbs",2015,"9    ",27.8,4.21,99.4
"Trey Brock",WR,"31 1/2",75,27.2,Undrafted,"218 lbs",2019,"9    ",-,-,-
"Trey Griffey",WR,"32 1/8",74,26.8,Undrafted,"209 lbs",2017,"9 3/4",25.6,4.50,99.3
"Trey Quinn",WR,"30 3/4",71,28.3,7.38,"203 lbs",2018,"10 1/8",23.7,4.19,98.6
"Trindon Holliday",WR,"28 3/8",65,26.5,6.28,"159 lbs",2010,"8 1/4",33.3,4.48,88.2
"Trinity Benson",WR,"32 1/8",71,25.4,Undrafted,"182 lbs",2019,"9 3/8",22.6,4.25,97.7
"Troy Pelletier",WR,"32 7/8",75,27.1,Undrafted,"217 lbs",2018,"10    ",-,4.44,100.8
"Tyler Boyd",WR,"32    ",73,26.0,2.24,"197 lbs",2016,"9 3/4",24.8,4.35,98.5
"Tyler Lockett",WR,"30    ",70,26.1,3.05,"182 lbs",2015,"8 3/8",26.9,4.07,95.5
"Tyler Rutenbeck",WR,"31 1/4",74,23.9,Undrafted,"186 lbs",2015,"9 1/2",27.9,4.08,99.6
"Tyler Slavin",WR,"33    ",74,27.6,Undrafted,"215 lbs",2015,"10 3/4",27.5,4.23,102.6
"Tyre Brady",WR,"33 5/8",75,26.4,Undrafted,"211 lbs",2019,"9 3/4",24.3,4.25,99.4
"Tyreek Hill",WR,"30 1/2",70,26.5,5.28,"185 lbs",2016,"8    ",25.5,4.06,100.5
"Tyrell Williams",WR,"33 1/2",75,25.5,Undrafted,"204 lbs",2015,"9 7/8",27.5,4.17,106.7
"Tyron Johnson",WR,"30 7/8",73,25.5,Undrafted,"193 lbs",2019,"9 1/4",23.6,4.40,96.6
"Ventell Bryant",WR,"33 1/8",75,26.1,Undrafted,"209 lbs",2019,"9 3/4",23.0,4.25,102.5
"Vernon Johnson",WR,"31 3/8",73,25.1,Undrafted,"190 lbs",2015,"9 3/4",27.3,4.47,96.7
"Victor Bolden",WR,"31 1/8",68,27.1,Undrafted,"178 lbs",2017,"9    ",24.4,4.22,90.9
"Victor Cruz",WR,"31    ",72,27.7,Undrafted,"204 lbs",2010,"9 1/2",32.8,4.17,103.5
"Vince Papale",WR,"30    ",72,27.7,Undrafted,"204 lbs",2019,"8 7/8",-,4.39,96.8
"Vincent Brown",WR,"33    ",71,26.5,3.18,"190 lbs",2011,"10 1/4",30.6,4.25,96.0
"Vincent Jackson",WR,"32    ",77,27.3,2.29,"230 lbs",2005,"9 5/8",36.6,4.00,114.0
"Vyncint Smith",WR,"31 1/2",74,25.3,Undrafted,"197 lbs",2018,"9 1/2",23.2,4.27,103.7
"Walter Powell",WR,"31 5/8",71,26.4,6.20,"189 lbs",2014,"9 1/2",27.6,4.23,94.7
"Wendall Williams",WR,"30 7/8",71,25.8,Undrafted,"185 lbs",2016,"9    ",28.9,4.11,102.3
"Wes Welker",WR,-,69,27.3,Undrafted,"185 lbs",2004,-,38.3,4.01,89.9
"Will Fuller",WR,"30 3/4",72,25.2,1.21,"186 lbs",2016,"8 1/4",25.3,4.27,98.0
"Willie Snead",WR,"33    ",71,27.2,Undrafted,"195 lbs",2014,"10 1/4",26.8,4.39,95.5
"Wyatt Demps",WR,"31 3/4",75,25.7,Undrafted,"206 lbs",2018,"9 7/8",23.4,4.59,97.8
"Xavier Ubosi",WR,"31 5/8",75,26.9,Undrafted,"215 lbs",2019,"9 1/8",25.5,4.53,101.7
"Zach Pascal",WR,"32    ",74,28.1,Undrafted,"219 lbs",2017,"10    ",24.7,4.29,105.8
"Zay Jones",WR,"32 1/2",74,25.8,2.05,"201 lbs",2017,"9    ",24.4,4.01,105.1
